,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year,month,month_name,day,day_of_week,rt_normalized,profit,profit_ratio,overseas_gross
2785,Snakes on a Plane,34020814.0,62020814.0,23704179.0,33000000.0,2006-08-18,R,105.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68.0,6.0,65841.0,2006,8,August,18,Friday,6.8,29020814.0,0.8794186060606061,28000000.0
2786,Lemony Snicket's A Series of Unfortunate Events,118627117.0,201627117.0,,100000000.0,2004-12-17,PG,108.0,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71.0,6.9,51614.0,2004,12,December,17,Friday,7.1,101627117.0,1.01627117,83000000.0
2787,House of Sand and Fog,13005485.0,16157923.0,,16500000.0,2003-12-19,R,,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,,75.0,7.8,29777.0,2003,12,December,19,Friday,7.5,-342077.0,-0.020731939393939393,3152438.0
2788,A Sound of Thunder,1900451.0,6300451.0,,80000000.0,2005-09-02,PG-13,,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Peter Hyams,6.0,4.1,9915.0,2005,9,September,2,Friday,0.6,-73699549.0,-0.9212443625,4400000.0
2789,See No Evil,15032800.0,15387513.0,45391536.0,8000000.0,2006-05-19,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,9.0,5.0,10035.0,2006,5,May,19,Friday,0.9,7387513.0,0.923439125,354713.0
2790,The Shipping News,11405825.0,24405825.0,,35000000.0,2001-12-25,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,55.0,6.7,17338.0,2001,12,December,25,Tuesday,5.5,-10594175.0,-0.3026907142857143,13000000.0
2791,Shanghai Knights,60470220.0,60470220.0,,50000000.0,2003-02-07,PG-13,114.0,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66.0,6.2,24893.0,2003,2,February,7,Friday,6.6,10470220.0,0.2094044,0.0
2792,Shanghai Noon,56932305.0,71189835.0,,55000000.0,2000-05-26,PG-13,110.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78.0,6.6,32446.0,2000,5,May,26,Friday,7.8,16189835.0,0.29436063636363635,14257530.0
2793,Snow Dogs,81150692.0,115010692.0,,32000000.0,2002-01-18,PG,99.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23.0,4.9,7561.0,2002,1,January,18,Friday,2.3,83010692.0,2.594084125,33860000.0
2794,Snow Falling on Cedars,14378353.0,14378353.0,,36000000.0,1999-12-24,PG-13,,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,,40.0,6.7,8444.0,1999,12,December,24,Friday,4.0,-21621647.0,-0.6006013055555556,0.0
2795,Sunshine,3688560.0,32030610.0,6342481.0,40000000.0,2007-07-20,R,108.0,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74.0,7.3,74535.0,2007,7,July,20,Friday,7.4,-7969390.0,-0.19923475,28342050.0
2796,Snatch,30093107.0,83593107.0,,10000000.0,2000-12-08,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,,8.2,173919.0,2000,12,December,8,Friday,,73593107.0,7.3593107,53500000.0
2797,Snow Day,60008303.0,62452927.0,,13000000.0,2000-02-11,PG,89.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,26.0,4.4,4611.0,2000,2,February,11,Friday,2.6,49452927.0,3.8040713076923076,2444624.0
2798,Sorority Boys,10198766.0,12516222.0,,12000000.0,2002-03-22,R,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,13.0,5.1,7392.0,2002,3,March,22,Friday,1.3,516222.0,0.0430185,2317456.0
2799,Solaris,14970038.0,14970038.0,,47000000.0,2002-11-27,PG-13,,20th Century Fox,Remake,Drama,Science Fiction,Steven Soderbergh,65.0,6.2,33151.0,2002,11,November,27,Wednesday,6.5,-32029962.0,-0.6814885531914894,0.0
2800,Solitary Man,4354546.0,4354546.0,,12500000.0,2010-05-21,R,,Anchor Bay Entertainment,,Drama,,,,6.7,1936.0,2010,5,May,21,Friday,,-8145454.0,-0.65163632,0.0
2801,The Soloist,31720158.0,38286958.0,10310814.0,60000000.0,2009-04-24,PG-13,117.0,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Joe Wright,,6.7,14257.0,2009,4,April,24,Friday,,-21713042.0,-0.36188403333333335,6566800.0
2802,Songcatcher,3050934.0,3050934.0,,1800000.0,2001-06-15,PG-13,,Lionsgate,Original Screenplay,Drama,Historical Fiction,,,6.9,1997.0,2001,6,June,15,Friday,,1250934.0,0.6949633333333334,0.0
2803,Sonny,17639.0,17639.0,,4000000.0,2002-12-27,R,,,,,,,23.0,5.7,1941.0,2002,12,December,27,Friday,2.3,-3982361.0,-0.99559025,0.0
2804,Standard Operating Procedure,228830.0,228830.0,,5000000.0,2008-04-25,R,,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,,80.0,7.5,1640.0,2008,4,April,25,Friday,8.0,-4771170.0,-0.954234,0.0
2805,The Sorcerer's Apprentice,62492818.0,200092818.0,,160000000.0,2010-07-14,PG,110.0,Walt Disney Pictures,Based on Short Film,Adventure,Fantasy,,42.0,6.4,9108.0,2010,7,July,14,Wednesday,4.2,40092818.0,0.2505801125,137600000.0
2806,Soul Food,43492389.0,43492389.0,,7500000.0,1997-09-26,R,114.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,80.0,6.4,2636.0,1997,9,September,26,Friday,8.0,35992389.0,4.7989852,0.0
2807,Soul Plane,13922211.0,14553807.0,,16000000.0,2004-05-28,R,,MGM,Original Screenplay,Comedy,Contemporary Fiction,,19.0,3.7,9143.0,2004,5,May,28,Friday,1.9,-1446193.0,-0.0903870625,631596.0
2808,"South Park: Bigger, Longer & Uncut",52037603.0,52037603.0,,21000000.0,1999-06-30,R,80.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Trey Parker,80.0,,,1999,6,June,30,Wednesday,8.0,31037603.0,1.4779810952380952,0.0
2809,Space Jam,90463534.0,250200000.0,,80000000.0,1996-11-15,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36.0,5.6,29293.0,1996,11,November,15,Friday,3.6,170200000.0,2.1275,159736466.0
2810,Spanglish,42044321.0,54344321.0,,75000000.0,2004-12-17,PG-13,103.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52.0,6.7,30660.0,2004,12,December,17,Friday,5.2,-20655679.0,-0.2754090533333333,12300000.0
2811,Spawn,54979992.0,87949859.0,,40000000.0,1997-07-31,PG-13,97.0,New Line,Based on Comic/Graphic Novel,Action,Contemporary Fiction,,20.0,4.8,21366.0,1997,7,July,31,Thursday,2.0,47949859.0,1.198746475,32969867.0
2812,Superbad,121463226.0,169863226.0,134555373.0,17500000.0,2007-08-17,R,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87.0,7.8,134212.0,2007,8,August,17,Friday,8.7,152363226.0,8.706470057142857,48400000.0
2813,SpongeBob SquarePants,85416609.0,140416609.0,,30000000.0,2004-11-19,PG,90.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,,,2004,11,November,19,Friday,,110416609.0,3.6805536333333335,55000000.0
2814,Space Chimps,30105968.0,59517784.0,13349286.0,37000000.0,2008-07-18,G,,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,,36.0,4.5,4324.0,2008,7,July,18,Friday,3.6,22517784.0,0.6085887567567567,29411816.0
2815,Space Cowboys,90454043.0,128874043.0,,65000000.0,2000-08-04,PG-13,130.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79.0,6.3,29983.0,2000,8,August,4,Friday,7.9,63874043.0,0.9826775846153846,38420000.0
2816,Spider,1641788.0,1641788.0,,10000000.0,2003-02-28,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,,7.8,560.0,2003,2,February,28,Friday,,-8358212.0,-0.8358212,0.0
2817,Speed Racer,43945766.0,93394462.0,14217924.0,120000000.0,2008-05-09,PG,,Warner Bros.,Based on TV,Action,Science Fiction,Andy Wachowski,38.0,6.3,32672.0,2008,5,May,9,Friday,3.8,-26605538.0,-0.22171281666666667,49448696.0
2818,The Spiderwick Chronicles,71195053.0,162839667.0,27525903.0,92500000.0,2008-02-14,PG,,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Mark Waters,79.0,6.8,18715.0,2008,2,February,14,Thursday,7.9,70339667.0,0.7604288324324324,91644614.0
2819,Speedway Junky,17127.0,17127.0,,1000000.0,2001-08-31,R,,,,,,,,3.7,1205.0,2001,8,August,31,Friday,,-982873.0,-0.982873,0.0
2820,Speed II: Cruise Control,48097081.0,150468000.0,,110000000.0,1997-06-13,PG-13,125.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,,3.4,30896.0,1997,6,June,13,Friday,,40468000.0,0.3678909090909091,102370919.0
2821,Sphere,37068294.0,50168294.0,,73000000.0,1998-02-13,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12.0,5.6,31461.0,1998,2,February,13,Friday,1.2,-22831706.0,-0.31276309589041096,13100000.0
2822,Spiceworld,29342592.0,56042592.0,,25000000.0,1998-01-23,PG,92.0,Sony Pictures,Musical Group Movie,Comedy,Contemporary Fiction,,,2.9,18010.0,1998,1,January,23,Friday,,31042592.0,1.24170368,26700000.0
2823,Spider-Man 2,373524485.0,783705001.0,4196484.0,200000000.0,2004-06-30,PG-13,127.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93.0,7.7,141940.0,2004,6,June,30,Wednesday,9.3,583705001.0,2.918525005,410180516.0
2824,Spider-Man 3,336530303.0,890871626.0,124058348.0,258000000.0,2007-05-04,PG-13,139.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63.0,6.4,141513.0,2007,5,May,4,Friday,6.3,632871626.0,2.4529907984496124,554341323.0
2825,Spider-Man,403706375.0,821708551.0,,139000000.0,2002-05-03,PG-13,121.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89.0,7.4,167524.0,2002,5,May,3,Friday,8.9,682708551.0,4.911572309352518,418002176.0
2826,Scott Pilgrim vs. The World,31167395.0,43149143.0,,85000000.0,2010-08-13,PG-13,112.0,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81.0,8.1,17461.0,2010,8,August,13,Friday,8.1,-41850857.0,-0.49236302352941175,11981748.0
2827,See Spot Run,33357476.0,43057552.0,,16000000.0,2001-03-02,PG,97.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,24.0,4.9,3673.0,2001,3,March,2,Friday,2.4,27057552.0,1.691097,9700076.0
2828,Superman Returns,200120000.0,391120000.0,81580739.0,232000000.0,2006-06-28,PG-13,157.0,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76.0,6.6,102751.0,2006,6,June,28,Wednesday,7.6,159120000.0,0.6858620689655173,191000000.0
2829,Supernova,14218868.0,14218868.0,,60000000.0,2000-01-14,PG-13,,MGM,Original Screenplay,Action,Science Fiction,Francis Ford Coppola,10.0,6.8,127.0,2000,1,January,14,Friday,1.0,-45781132.0,-0.7630188666666666,0.0
2830,Spirited Away,10049886.0,274949886.0,,19000000.0,2002-09-20,PG,,Walt Disney Pictures,Original Screenplay,Adventure,Fantasy,Hayao Miyazaki,,,,2002,9,September,20,Friday,,255949886.0,13.471046631578947,264900000.0
2831,Spun,410241.0,1022649.0,,4500000.0,2003-03-14,R,,,,,,,,6.6,16011.0,2003,3,March,14,Friday,,-3477351.0,-0.7727446666666666,612408.0
2832,Spy Game,62362560.0,143049560.0,,90000000.0,2001-11-21,R,126.0,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65.0,6.9,44850.0,2001,11,November,21,Wednesday,6.5,53049560.0,0.5894395555555556,80687000.0
2833,Spy Kids 2: The Island of Lost Dreams,85846296.0,119721296.0,,38000000.0,2002-08-07,PG,100.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,75.0,,,2002,8,August,7,Wednesday,7.5,81721296.0,2.1505604210526315,33875000.0
2834,Spy Kids 3-D: Game Over,111760631.0,167851995.0,,40000000.0,2003-07-25,PG,84.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,,4.1,12352.0,2003,7,July,25,Friday,,127851995.0,3.196299875,56091364.0
2835,Spy Kids,112692062.0,197692062.0,,35000000.0,2001-03-30,PG,88.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93.0,5.7,23479.0,2001,3,March,30,Friday,9.3,162692062.0,4.6483446285714285,85000000.0
2836,The Square,406216.0,406216.0,,1900000.0,2010-04-09,R,,Apparition,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,6.8,1303.0,2010,4,April,9,Friday,,-1493784.0,-0.7862021052631579,0.0
2837,The Squid and the Whale,7372734.0,11098131.0,,1500000.0,2005-10-05,R,,IDP/Goldwyn/Roadside,Based on Real Life Events,Drama,Dramatization,Noah Baumbach,93.0,7.6,23521.0,2005,10,October,5,Wednesday,9.3,9598131.0,6.398754,3725397.0
2838,Serendipity,50255310.0,75294136.0,,28000000.0,2001-10-05,PG-13,91.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58.0,6.6,32014.0,2001,10,October,5,Friday,5.8,47294136.0,1.6890762857142858,25038826.0
2839,Saint Ralph,795126.0,795126.0,,5200000.0,2005-08-05,PG-13,,Samuel Goldwyn Films,Original Screenplay,Comedy,Historical Fiction,,,7.5,3492.0,2005,8,August,5,Friday,,-4404874.0,-0.8470911538461539,0.0
2840,Shaolin Soccer,488872.0,42776032.0,,10000000.0,2004-04-02,PG-13,,Miramax,Original Screenplay,Comedy,,Stephen Chow,91.0,,,2004,4,April,2,Friday,9.1,32776032.0,3.2776032,42287160.0
2841,Superstar,30628981.0,30628981.0,,14000000.0,1999-10-08,PG-13,82.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,33.0,6.0,103.0,1999,10,October,8,Friday,3.3,16628981.0,1.1877843571428572,0.0
2842,Soul Survivors,3100650.0,4288246.0,,14000000.0,2001-09-07,PG-13,,Artisan,Original Screenplay,Horror,Contemporary Fiction,,4.0,3.6,5116.0,2001,9,September,7,Friday,0.4,-9711754.0,-0.6936967142857143,1187596.0
2843,Spirit: Stallion of the Cimarron,73215310.0,106515310.0,,80000000.0,2002-05-24,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Kelly Asbury,,6.6,8622.0,2002,5,May,24,Friday,,26515310.0,0.331441375,33300000.0
2844,Star Wars Ep. II: Attack of the Clones,310676740.0,656695615.0,,115000000.0,2002-05-16,PG,142.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,,2002,5,May,16,Thursday,,541695615.0,4.710396652173913,346018875.0
2845,Star Wars Ep. III: Revenge of the Sith,380270577.0,848998877.0,,115000000.0,2005-05-19,PG-13,140.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,,2005,5,May,19,Thursday,,733998877.0,6.382598930434782,468728300.0
2846,Starship Troopers,54768952.0,121100000.0,,100000000.0,1997-11-07,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60.0,7.1,83516.0,1997,11,November,7,Friday,6.0,21100000.0,0.211,66331048.0
2847,The Station Agent,5801558.0,7773824.0,,500000.0,2003-10-03,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,,95.0,7.8,22274.0,2003,10,October,3,Friday,9.5,7273824.0,14.547648,1972266.0
2848,Stay Alive,23086480.0,23187506.0,13333591.0,20000000.0,2006-03-24,PG-13,91.0,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,,9.0,4.5,13658.0,2006,3,March,24,Friday,0.9,3187506.0,0.1593753,101026.0
2849,Small Time Crooks,17266359.0,29934477.0,,18000000.0,2000-05-19,PG,,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66.0,6.5,15636.0,2000,5,May,19,Friday,6.6,11934477.0,0.6630265,12668118.0
2850,Steel,1686429.0,1686429.0,,16000000.0,1997-08-15,PG-13,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,,12.0,2.7,4409.0,1997,8,August,15,Friday,1.2,-14313571.0,-0.8945981875,0.0
2851,How Stella Got Her Groove Back,37672944.0,37672944.0,,20000000.0,1998-08-14,R,124.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,,49.0,5.1,3080.0,1998,8,August,14,Friday,4.9,17672944.0,0.8836472,0.0
2852,The Stepford Wives,59475623.0,96221971.0,,100000000.0,2004-06-11,PG-13,93.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26.0,5.1,26712.0,2004,6,June,11,Friday,2.6,-3778029.0,-0.03778029,36746348.0
2853,Stepmom,91137662.0,119709917.0,,50000000.0,1998-12-25,PG-13,127.0,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43.0,6.2,18505.0,1998,12,December,25,Friday,4.3,69709917.0,1.39419834,28572255.0
2854,Stomp the Yard,61356221.0,76356221.0,33252252.0,14000000.0,2007-01-12,PG-13,113.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,26.0,4.3,13737.0,2007,1,January,12,Friday,2.6,62356221.0,4.454015785714286,15000000.0
2855,Stranger Than Fiction,40435190.0,45235190.0,30936711.0,30000000.0,2006-11-10,PG-13,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72.0,7.8,74218.0,2006,11,November,10,Friday,7.2,15235190.0,0.5078396666666667,4800000.0
2856,The Legend of Suriyothai,454255.0,454255.0,,9000000.0,2003-06-20,R,,,,,,,,,,2003,6,June,20,Friday,,-8545745.0,-0.9495272222222222,0.0
2857,Stick It,26910736.0,30399714.0,27642935.0,20000000.0,2006-04-28,PG-13,103.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,31.0,5.9,9556.0,2006,4,April,28,Friday,3.1,10399714.0,0.5199857,3488978.0
2858,Stigmata,50041732.0,89441732.0,,32000000.0,1999-09-10,R,103.0,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22.0,6.0,29411.0,1999,9,September,10,Friday,2.2,57441732.0,1.795054125,39400000.0
2859,A Stir of Echoes,21133087.0,21133087.0,,12000000.0,1999-09-10,R,110.0,Artisan,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,David Koepp,,7.1,26752.0,1999,9,September,10,Friday,,9133087.0,0.7610905833333333,0.0
2860,Street Kings,26415649.0,65589243.0,13420759.0,20000000.0,2008-04-11,R,,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,36.0,7.0,40291.0,2008,4,April,11,Friday,3.6,45589243.0,2.27946215,39173594.0
2861,Stuart Little,140015224.0,298800000.0,,105000000.0,1999-12-17,PG,92.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65.0,5.8,23226.0,1999,12,December,17,Friday,6.5,193800000.0,1.8457142857142856,158784776.0
2862,Stuart Little 2,64956806.0,166000000.0,,120000000.0,2002-07-19,PG,78.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83.0,5.6,7534.0,2002,7,July,19,Friday,8.3,46000000.0,0.38333333333333336,101043194.0
2863,Stealth,32116746.0,76416746.0,,138000000.0,2005-07-29,PG-13,,Sony Pictures,Original Screenplay,Action,Science Fiction,Rob Cohen,13.0,4.8,21664.0,2005,7,July,29,Friday,1.3,-61583254.0,-0.4462554637681159,44300000.0
2864,Steamboy,468867.0,10468867.0,,20000000.0,2005-03-18,PG-13,,Sony Pictures,Original Screenplay,Action,,,,,,2005,3,March,18,Friday,,-9531133.0,-0.47655665,10000000.0
2865,The Statement,765637.0,1545064.0,,27000000.0,2003-12-12,R,,Sony Pictures,,Thriller/Suspense,,Norman Jewison,23.0,6.0,2735.0,2003,12,December,12,Friday,2.3,-25454936.0,-0.9427754074074074,779427.0
2866,Stolen Summer,119841.0,119841.0,,1500000.0,2002-03-22,PG,,Miramax,,,,,35.0,6.4,1733.0,2002,3,March,22,Friday,3.5,-1380159.0,-0.920106,0.0
2867,Stop-Loss,10915744.0,11179472.0,4736139.0,25000000.0,2008-03-28,R,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,,6.5,9268.0,2008,3,March,28,Friday,,-13820528.0,-0.55282112,263728.0
2868,The Perfect Storm,182618434.0,328711434.0,,120000000.0,2000-06-30,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0,2000,6,June,30,Friday,4.7,208711434.0,1.73926195,146093000.0
2869,The Story of Us,27100030.0,27100030.0,,50000000.0,1999-10-15,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0,1999,10,October,15,Friday,2.8,-22899970.0,-0.4579994,0.0
2870,The Stepfather,29062561.0,29227561.0,6587798.0,20000000.0,2009-10-16,PG-13,,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,,11.0,5.3,6263.0,2009,10,October,16,Friday,1.1,9227561.0,0.46137805,165000.0
2871,State of Play,37017955.0,91445389.0,13578224.0,60000000.0,2009-04-17,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0,2009,4,April,17,Friday,8.4,31445389.0,0.5240898166666667,54427434.0
2872,The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,15266725.0,27000000.0,2008-08-06,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,,64.0,6.2,6557.0,2008,8,August,6,Wednesday,6.4,17154645.0,0.6353572222222222,64681.0
2873,Sisterhood of the Traveling Pants,39053061.0,41560117.0,,25000000.0,2005-06-01,PG,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ken Kwapis,,,,2005,6,June,1,Wednesday,,16560117.0,0.66240468,2507056.0
2874,Step Up,65328121.0,115328121.0,51317604.0,12000000.0,2006-08-11,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0,2006,8,August,11,Friday,1.9,103328121.0,8.61067675,50000000.0
2875,The Straight Story,6197866.0,6197866.0,,10000000.0,1999-10-15,G,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95.0,8.0,36265.0,1999,10,October,15,Friday,9.5,-3802134.0,-0.3802134,0.0
2876,Star Trek: First Contact,92027888.0,150000000.0,,46000000.0,1996-11-22,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,7.6,45106.0,1996,11,November,22,Friday,,104000000.0,2.260869565217391,57972112.0
2877,Star Trek: Insurrection,70187658.0,117800000.0,,70000000.0,1998-12-11,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,6.4,26559.0,1998,12,December,11,Friday,,47800000.0,0.6828571428571428,47612342.0
2878,Star Trek: Nemesis,43254409.0,67312826.0,,60000000.0,2002-12-13,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.4,28449.0,2002,12,December,13,Friday,,7312826.0,0.12188043333333333,24058417.0
2879,Alex Rider: Operation Stormbreaker,659210.0,9351567.0,,40000000.0,2006-10-13,PG,,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,,,,,2006,10,October,13,Friday,,-30648433.0,-0.766210825,8692357.0
2880,The Strangers,52597610.0,80597610.0,15789825.0,9000000.0,2008-05-30,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44.0,6.0,35078.0,2008,5,May,30,Friday,4.4,71597610.0,7.95529,28000000.0
2881,Super Troopers,18492362.0,23046142.0,,3000000.0,2002-02-15,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jay Chandrasekhar,,6.8,29514.0,2002,2,February,15,Friday,,20046142.0,6.682047333333333,4553780.0
2882,Strangers with Candy,2072645.0,2077844.0,,2000000.0,2006-06-28,R,,ThinkFilm,Based on TV,Comedy,Contemporary Fiction,,,5.9,4941.0,2006,6,June,28,Wednesday,,77844.0,0.038922,5199.0
2883,Star Wars Ep. I: The Phantom Menace,431088297.0,924288297.0,,115000000.0,1999-05-19,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,,1999,5,May,19,Wednesday,,809288297.0,7.037289539130435,493200000.0
2884,Stuck On You,33832741.0,63537164.0,,55000000.0,2003-12-12,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0,2003,12,December,12,Friday,6.0,8537164.0,0.15522116363636362,29704423.0
2885,Step Up 2 the Streets,58017783.0,150017783.0,21801408.0,17500000.0,2008-02-14,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,25.0,5.6,20345.0,2008,2,February,14,Thursday,2.5,132517783.0,7.572444742857143,92000000.0
2886,The Sum of All Fears,118471320.0,193500000.0,,68000000.0,2002-05-31,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0,2002,5,May,31,Friday,5.9,125500000.0,1.8455882352941178,75028680.0
2887,Sunshine State,3064356.0,3064356.0,,5600000.0,2002-06-21,PG-13,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80.0,6.8,2769.0,2002,6,June,21,Friday,8.0,-2535644.0,-0.4527935714285714,0.0
2888,Supercross,3102550.0,3252550.0,,30000000.0,2005-08-17,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,6.0,2.9,2514.0,2005,8,August,17,Wednesday,0.6,-26747450.0,-0.8915816666666667,150000.0
2889,Surf's Up,58867694.0,145395745.0,46260220.0,100000000.0,2007-06-08,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,,77.0,7.0,20974.0,2007,6,June,8,Friday,7.7,45395745.0,0.45395745,86528051.0
2890,Surrogates,38577772.0,119668350.0,11099238.0,80000000.0,2009-09-25,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0,2009,9,September,25,Friday,3.9,39668350.0,0.495854375,81090578.0
2891,Summer of Sam,19288130.0,19288130.0,,22000000.0,1999-07-02,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0,1999,7,July,2,Friday,5.0,-2711870.0,-0.12326681818181819,0.0
2892,Savage Grace,434417.0,968805.0,,4600000.0,2008-05-28,Not Rated,,IFC Films,Based on Book/Short Story,Drama,Dramatization,,,5.7,3838.0,2008,5,May,28,Wednesday,,-3631195.0,-0.7893902173913043,534388.0
